age,dailyrate,distancefromhome,education,environmentsatisfaction,hourlyrate,jobinvolvement,joblevel,jobsatisfaction,monthlyincome,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,stockoptionlevel,totalworkingyears,worklifebalance,yearsatcompany,attrition,synthetic
38,1236,6,2,1,77,3,1,1,3053,4,0,24,3,1,1,16,3,2,1,1
46,1027,2,3,4,60,3,3,3,6978,2,0,18,3,3,2,21,3,6,0,1
43,388,22,2,4,57,3,2,4,6573,8,1,12,3,3,0,16,3,19,1,1
22,464,25,2,1,31,1,1,1,1084,7,1,13,3,1,0,1,1,1,1,1
46,882,4,4,4,97,3,2,4,11614,2,0,16,3,4,1,17,3,19,0,1
32,1147,4,4,4,67,3,2,3,11106,1,0,23,3,4,2,23,3,9,0,1
25,273,16,2,1,48,1,1,1,1327,4,1,12,3,1,0,3,1,1,1,1
38,1052,4,3,4,78,3,4,3,8501,1,0,18,3,4,2,24,3,12,0,1
33,1054,24,4,2,93,3,2,3,4616,7,0,17,3,1,0,7,2,22,1,1
42,352,21,1,2,89,3,1,1,13271,8,1,14,3,3,2,10,1,5,0,1
36,1023,10,4,2,86,3,4,4,6378,1,0,24,3,4,0,20,2,14,0,1
41,413,2,2,1,32,2,4,4,3741,0,0,19,3,4,1,19,2,15,1,1
24,1238,6,3,3,52,3,3,2,14996,0,1,20,3,2,1,24,3,6,1,1
36,1235,8,4,1,63,2,4,4,10756,4,0,14,3,2,0,17,2,4,0,1
46,1331,14,2,2,63,3,3,4,10033,0,0,12,3,3,0,17,1,3,0,1
22,536,15,2,1,45,1,1,1,1339,4,1,13,3,1,0,3,1,0,1,1
36,1264,5,4,4,51,3,4,1,11149,3,0,15,3,1,0,0,3,4,0,1
23,550,20,2,1,42,1,1,1,2321,8,1,13,3,1,0,2,1,0,1,1
48,947,1,4,3,64,3,3,4,7546,2,0,18,3,4,2,22,3,16,0,1
30,811,19,4,4,38,1,1,4,3466,1,1,20,3,2,1,23,1,14,1,1
47,1012,3,4,3,66,3,4,3,6493,2,0,15,3,3,2,20,3,14,0,1
36,1344,4,4,4,63,3,2,4,10923,2,0,24,3,3,1,15,3,5,0,1
47,1369,1,4,3,92,3,4,3,10131,1,0,17,3,3,1,15,3,7,0,1
31,792,3,1,2,71,2,4,1,6353,5,1,15,3,1,1,6,3,15,0,1
51,283,26,1,4,99,1,4,1,13452,4,0,12,3,3,1,25,2,11,1,1
48,1222,16,2,1,63,2,4,1,6202,6,0,15,3,3,0,5,2,0,0,1
46,621,6,4,4,91,2,2,3,2378,7,1,17,3,1,0,17,3,24,1,1
38,1152,11,1,1,49,1,2,1,10968,4,0,14,3,4,0,29,3,2,1,1
50,897,1,3,1,98,2,4,3,9913,3,1,14,3,3,0,28,1,15,0,1
43,1301,2,4,3,97,3,4,3,12127,1,0,22,3,4,2,11,3,14,0,1
26,230,25,2,1,32,1,1,1,2127,8,1,11,3,1,0,1,1,1,1,1
36,1246,3,3,3,89,3,3,4,9291,2,0,17,3,3,1,18,3,12,0,1
49,439,25,4,2,79,3,1,3,9380,6,0,22,3,2,0,28,3,12,1,1
22,266,24,1,1,38,1,1,1,1269,8,1,13,3,1,0,4,1,1,1,1
41,333,1,4,2,67,2,2,3,6968,8,1,16,3,3,1,27,1,7,1,1
26,590,21,1,1,46,1,1,1,2850,4,1,13,3,1,0,2,1,0,1,1
45,1283,2,3,3,78,3,3,4,8163,2,0,17,3,4,2,11,3,18,0,1
43,836,1,3,3,80,3,2,3,11487,1,0,20,3,3,1,12,3,17,0,1
22,1016,26,3,2,82,2,4,4,14031,3,0,23,3,4,1,13,3,5,0,1
40,224,3,4,1,82,3,2,3,1815,1,1,24,3,2,1,16,2,15,1,1
54,1285,22,4,2,78,2,1,3,2604,0,0,22,3,2,0,29,1,16,0,1
45,899,2,3,3,92,3,4,4,5547,1,0,21,3,4,2,12,3,12,0,1
34,737,14,4,3,67,3,1,2,4950,1,0,12,3,2,1,21,2,2,0,1
40,1059,1,4,3,75,3,2,3,13947,2,0,20,3,3,2,11,3,12,0,1
35,221,20,2,3,52,2,3,3,9940,2,0,14,3,2,0,28,1,2,1,1
28,368,16,1,1,39,1,1,1,2381,7,1,12,3,1,0,3,1,2,1,1
38,1331,1,3,3,99,3,3,4,5949,1,0,15,3,4,1,23,3,16,0,1
31,350,28,1,1,53,1,1,1,2338,7,1,13,3,1,0,3,1,1,1,1
31,1310,2,3,4,69,3,4,4,7811,1,0,22,3,3,2,9,3,9,0,1
46,1213,26,1,1,87,1,1,2,4654,3,0,15,3,2,0,17,3,19,1,1
36,304,3,1,1,48,1,3,1,6622,1,0,11,3,1,1,9,2,1,0,1
48,928,4,3,4,79,3,3,3,12618,2,0,15,3,3,2,12,3,15,0,1
40,1208,23,1,1,30,2,2,4,7508,0,1,12,3,4,0,8,1,20,0,1
23,798,26,1,3,36,1,1,4,3051,5,0,19,3,1,1,27,3,20,1,1
48,1006,2,3,3,94,3,2,4,10526,1,0,23,3,3,1,15,3,6,0,1
47,951,3,3,3,84,3,4,3,10349,1,0,19,3,4,1,18,3,19,0,1
32,914,10,2,4,98,3,3,1,5444,7,0,12,3,4,0,28,3,24,1,1
29,1393,13,1,2,70,2,3,2,7359,2,0,15,3,4,1,16,1,6,0,1
30,354,17,2,1,34,1,1,1,2674,6,1,13,3,1,0,1,1,1,1,1
32,706,14,4,4,70,2,1,3,6691,3,1,24,3,3,0,13,2,23,0,1
51,1299,19,4,1,91,2,4,3,1885,3,0,14,3,4,1,22,1,20,1,1
28,559,29,2,1,37,1,1,1,1380,6,1,11,3,1,0,4,1,0,1,1
26,632,26,3,2,69,2,4,4,7228,4,1,21,3,4,0,0,1,21,0,1
24,469,23,1,1,37,1,1,1,2633,7,1,11,3,1,0,3,1,0,1,1
38,824,18,1,4,92,1,2,4,6491,2,1,13,3,1,2,12,1,4,1,1
34,843,9,4,1,66,1,1,4,2368,2,0,23,3,3,2,17,3,3,0,1
39,345,28,4,1,48,3,2,1,4868,1,0,24,3,4,1,17,2,5,0,1
27,742,9,4,2,85,2,1,1,13011,1,0,16,3,3,0,6,2,19,0,1
54,278,3,3,2,94,3,1,4,8110,8,1,22,3,4,1,5,3,1,1,1
25,492,19,1,1,38,1,1,1,1684,8,1,11,3,1,0,4,1,1,1,1
45,1271,1,3,3,97,3,4,3,5887,1,0,15,3,3,1,20,3,16,0,1
26,244,28,1,1,34,1,1,1,1717,5,1,11,3,1,0,3,1,0,1,1
25,490,8,4,4,65,2,4,2,2237,5,1,14,3,1,2,13,3,5,0,1
48,1223,15,1,3,50,1,1,3,14707,6,0,22,3,3,1,0,1,14,1,1
30,574,27,1,1,41,1,1,1,2973,6,1,12,3,1,0,4,1,2,1,1
46,1136,3,1,1,79,2,2,2,1327,8,0,23,3,3,0,5,2,6,1,1
22,227,23,2,1,50,1,1,1,2556,6,1,13,3,1,0,1,1,1,1,1
30,318,26,1,1,45,1,1,1,2685,7,1,12,3,1,0,4,1,2,1,1
24,455,29,4,4,94,1,2,4,12706,8,0,17,3,1,1,1,1,17,0,1
29,403,11,3,2,88,1,4,4,2360,1,0,12,3,2,0,25,1,10,0,1
50,1256,24,1,3,98,2,1,3,6279,7,1,12,3,3,1,7,2,20,0,1
26,445,17,1,1,40,1,1,1,2807,6,1,11,3,1,0,3,1,2,1,1
31,809,2,4,3,65,3,2,4,9901,1,0,17,3,4,1,10,3,19,0,1
25,453,17,1,1,86,3,4,1,2015,6,0,22,3,3,2,23,3,8,1,1
48,717,10,1,3,54,2,2,2,6913,4,1,14,3,3,1,6,2,16,0,1
29,323,26,2,1,30,1,1,1,1755,4,1,11,3,1,0,4,1,2,1,1
35,1282,1,4,4,88,3,2,4,8726,2,0,16,3,4,2,19,3,7,0,1
29,344,25,1,1,40,1,1,1,1575,5,1,13,3,1,0,2,1,1,1,1
45,1047,17,3,1,56,1,1,2,1300,8,0,22,3,2,2,0,3,7,1,1
36,869,3,4,4,62,3,2,3,8084,2,0,23,3,3,1,15,3,9,0,1
22,336,27,2,1,54,1,1,1,1908,8,1,12,3,1,0,3,1,0,1,1
35,1038,24,1,4,71,2,3,4,8595,8,0,22,3,2,2,25,1,14,0,1
33,621,22,3,2,82,2,2,2,9095,3,0,13,3,1,2,26,2,17,0,1
49,215,16,4,2,30,3,4,4,1425,1,1,18,3,2,2,15,1,11,0,1
49,898,1,4,3,79,3,4,4,10118,2,0,16,3,4,1,11,3,16,0,1
22,1228,22,4,2,61,2,1,1,11425,5,0,18,3,4,2,18,1,20,1,1
46,1076,2,4,4,70,3,4,4,12860,2,0,21,3,4,1,8,3,16,0,1
43,270,25,2,2,73,1,4,3,9334,2,0,15,3,1,0,27,1,1,1,1
33,932,3,4,4,65,3,2,4,11678,2,0,17,3,3,1,17,3,14,0,1
41,891,1,4,3,80,3,3,3,10800,1,0,16,3,3,1,18,3,17,0,1
25,462,29,1,1,35,1,1,1,1202,6,1,12,3,1,0,4,1,0,1,1
28,562,27,1,1,50,1,1,1,2435,6,1,12,3,1,0,2,1,0,1,1
42,844,4,4,4,71,3,2,3,5287,2,0,18,3,3,2,17,3,11,0,1
37,1153,4,4,4,90,3,4,3,5611,1,0,21,3,4,1,24,3,5,0,1
35,1088,13,4,1,82,1,3,2,10258,3,1,14,3,3,1,21,1,21,1,1
38,1024,1,3,4,95,3,4,4,9075,1,0,17,3,3,1,17,3,5,0,1
35,1128,10,2,1,76,3,1,4,8071,6,1,22,3,3,2,7,2,17,1,1
54,1193,28,1,1,35,2,2,4,13772,6,0,19,3,2,2,29,2,21,0,1
40,297,25,3,3,42,3,3,4,2747,8,1,21,3,3,0,3,1,7,1,1
38,799,29,2,4,76,2,4,1,7552,8,0,19,3,1,2,12,1,17,0,1
38,1022,20,1,4,83,3,2,4,11291,7,0,22,3,4,2,15,1,2,1,1
28,502,17,1,1,41,1,1,1,2287,4,1,11,3,1,0,4,1,1,1,1
42,565,4,1,3,98,1,3,3,5758,0,1,21,3,3,2,1,3,14,0,1
26,316,18,1,1,52,1,1,1,2641,5,1,13,3,1,0,4,1,0,1,1
36,1240,1,4,3,76,3,2,4,14189,2,0,24,3,3,1,13,3,19,0,1
31,570,27,2,1,32,1,1,1,1035,5,1,11,3,1,0,2,1,2,1,1
31,912,14,4,3,71,2,4,4,7091,1,0,18,3,3,1,6,3,0,0,1
27,276,27,1,1,32,1,1,1,1782,8,1,12,3,1,0,3,1,0,1,1
24,366,17,2,1,49,1,1,1,1129,5,1,11,3,1,0,3,1,0,1,1
31,1081,19,2,1,63,3,3,2,3042,5,0,23,3,3,1,10,3,12,0,1
48,918,3,4,3,94,3,4,3,8392,1,0,22,3,3,1,10,3,8,0,1
27,309,21,1,1,42,1,1,1,2891,7,1,13,3,1,0,4,1,2,1,1
22,385,14,2,2,55,3,3,3,12974,8,0,19,3,3,1,2,1,18,1,1
34,1375,1,3,4,96,3,4,3,14805,2,0,19,3,3,1,15,3,18,0,1
34,1353,17,2,1,70,3,1,1,2341,8,0,24,3,4,2,17,2,19,0,1
37,574,5,1,2,65,3,4,4,9784,3,1,15,3,1,2,2,2,4,1,1
46,1097,4,4,3,95,3,4,3,13485,2,0,16,3,3,1,16,3,10,0,1
34,936,18,2,3,46,2,1,1,6976,5,0,11,3,3,0,26,1,6,1,1
25,1220,13,3,4,56,1,3,4,6678,1,0,15,3,3,0,8,3,9,1,1
29,531,3,2,4,65,2,4,3,9759,0,1,15,3,2,1,19,2,24,1,1
23,679,10,4,3,39,3,2,2,1814,7,0,20,3,4,2,10,2,21,0,1
23,1107,21,1,3,93,2,3,2,7632,3,0,24,3,2,0,27,1,11,1,1
54,1338,4,2,3,43,1,1,2,6552,0,0,14,3,4,0,13,3,24,0,1
22,839,1,1,2,77,3,2,3,9999,7,1,23,3,3,0,26,1,16,1,1
34,1363,29,1,4,49,3,4,4,1714,6,0,20,3,3,0,10,2,4,0,1
28,643,13,4,1,41,2,4,2,1981,8,1,18,3,4,1,3,3,16,1,1
27,382,16,1,1,30,1,1,1,2605,7,1,13,3,1,0,4,1,0,1,1
37,665,18,2,2,72,3,3,3,1188,1,0,20,3,4,1,17,1,13,1,1
43,1297,26,3,2,78,1,2,4,5702,1,0,22,3,3,1,22,2,11,0,1
22,416,24,1,1,54,1,1,1,2998,7,1,13,3,1,0,2,1,1,1,1
30,964,3,4,3,86,3,3,3,12430,2,0,17,3,3,1,19,3,11,0,1
34,1106,10,1,3,79,3,3,1,12932,4,0,18,3,1,1,10,1,6,0,1
39,443,19,2,3,83,1,4,2,11011,2,0,14,3,3,2,21,2,22,1,1
29,804,28,2,2,49,1,3,3,14271,1,1,15,3,3,2,7,3,20,1,1
26,500,28,1,1,49,1,1,1,2364,7,1,11,3,1,0,3,1,2,1,1
32,895,3,4,4,97,3,3,4,5411,1,0,21,3,4,1,12,3,16,0,1
23,286,27,1,1,52,1,1,1,1944,5,1,13,3,1,0,3,1,0,1,1
50,876,23,2,1,73,1,4,4,10866,7,0,20,3,2,2,12,1,2,1,1
25,308,27,1,1,36,1,1,1,2455,6,1,11,3,1,0,4,1,0,1,1
28,597,19,2,1,43,1,1,1,1663,5,1,13,3,1,0,4,1,0,1,1
23,322,19,2,1,30,1,1,1,2741,7,1,12,3,1,0,4,1,2,1,1
49,1012,3,3,4,70,3,4,4,12262,2,0,21,3,4,2,12,3,14,0,1
22,580,22,2,1,34,1,1,1,2426,6,1,13,3,1,0,4,1,0,1,1
33,884,21,2,1,51,2,3,1,9766,1,1,12,3,1,0,6,1,16,0,1
41,1237,3,3,3,67,3,3,4,14219,2,0,15,3,4,2,13,3,8,0,1
36,879,2,4,3,86,3,2,3,5777,1,0,24,3,4,1,20,3,16,0,1
53,314,26,2,2,90,1,4,1,12365,1,1,14,3,4,2,0,1,10,0,1
46,215,21,1,4,65,3,3,4,5687,3,1,16,3,4,0,27,3,21,1,1
34,1205,6,4,3,65,3,3,1,12690,7,0,13,3,3,1,20,2,20,1,1
35,1269,4,3,4,73,3,3,4,14628,1,0,16,3,4,1,12,3,13,0,1
28,1073,19,4,3,37,1,2,1,10459,8,0,22,3,3,0,15,2,24,0,1
38,1011,27,1,3,57,2,3,1,13137,3,0,15,3,2,1,25,3,16,0,1
36,996,11,1,2,69,3,1,2,8690,0,0,24,3,3,2,7,3,24,1,1
45,1008,17,2,1,75,2,3,2,6766,5,0,21,3,4,0,10,1,7,0,1
38,1141,2,4,1,51,3,2,1,10998,4,1,11,3,4,2,4,3,18,1,1
34,1094,22,1,3,39,3,3,3,7348,1,1,13,3,3,2,20,2,14,1,1
26,307,21,1,1,36,1,1,1,2067,6,1,12,3,1,0,2,1,0,1,1
31,226,17,2,1,34,1,1,1,2448,4,1,12,3,1,0,1,1,2,1,1
39,933,4,3,4,63,3,2,4,11226,1,0,18,3,4,2,19,3,19,0,1
23,1348,28,3,3,76,1,2,4,8786,2,0,24,3,4,1,26,3,8,1,1
36,787,21,1,1,52,1,1,4,3662,0,1,20,3,1,1,25,3,14,0,1
22,592,17,2,1,38,1,1,1,2395,4,1,11,3,1,0,3,1,2,1,1
41,792,22,4,2,48,1,4,3,14930,8,1,16,3,3,2,20,2,15,1,1
26,568,16,1,1,40,1,1,1,1995,6,1,13,3,1,0,1,1,0,1,1
36,482,22,3,1,77,2,2,3,2070,6,0,15,3,1,2,16,3,9,0,1
29,872,7,2,3,36,1,2,4,4894,6,1,12,3,1,2,8,2,7,0,1
22,450,23,1,1,43,1,1,1,2945,6,1,11,3,1,0,2,1,1,1,1
53,461,10,2,4,96,3,1,2,12526,0,0,20,3,1,2,8,1,14,0,1
38,1128,4,4,4,89,3,3,3,11800,1,0,20,3,3,1,15,3,14,0,1
38,998,3,1,4,59,3,3,1,8694,7,1,18,3,4,2,1,2,4,0,1
34,536,21,3,1,79,3,2,1,5075,4,1,23,3,3,1,22,3,6,0,1
25,319,28,3,1,61,1,4,1,10453,4,0,22,3,3,2,3,1,18,0,1
43,277,15,3,2,97,2,1,4,3699,5,0,20,3,1,1,16,3,3,1,1
29,1376,7,2,4,60,3,1,2,1651,6,0,20,3,2,0,20,1,16,0,1
22,271,17,1,1,39,1,1,1,1673,7,1,11,3,1,0,1,1,1,1,1
34,770,29,4,2,63,3,2,1,1008,3,0,11,3,4,1,2,1,20,1,1
31,432,15,2,1,36,1,1,1,2001,7,1,12,3,1,0,3,1,0,1,1
44,1326,3,3,4,69,3,2,3,8232,1,0,19,3,4,1,23,3,16,0,1
43,1193,8,4,2,65,3,3,4,13199,1,0,16,3,3,1,0,3,9,0,1
44,488,9,1,1,80,3,2,4,1039,2,0,17,3,4,1,24,1,16,0,1
31,372,23,1,1,52,1,1,1,2664,5,1,13,3,1,0,3,1,2,1,1
26,416,22,2,1,36,1,1,1,1560,5,1,13,3,1,0,3,1,2,1,1
53,1211,3,4,2,98,1,4,4,8943,1,0,20,3,4,0,7,1,1,1,1
31,458,21,2,1,40,1,1,1,2439,6,1,12,3,1,0,4,1,2,1,1
45,264,18,2,1,85,3,3,2,12112,1,1,16,3,3,0,19,2,1,0,1
33,816,1,4,3,94,3,2,4,9275,1,0,18,3,4,2,20,3,19,0,1
48,1139,20,2,2,92,3,2,3,8997,6,0,15,3,3,1,19,2,2,0,1
37,1177,3,3,4,77,3,4,4,9618,2,0,17,3,4,1,11,3,17,0,1
34,746,6,2,3,72,3,2,3,11416,1,0,20,3,4,0,15,1,18,1,1
31,1210,3,4,4,88,3,2,4,13451,1,0,16,3,4,2,21,3,15,0,1
31,793,9,4,2,53,1,3,2,11285,8,1,17,3,2,2,23,2,14,0,1
33,617,8,3,2,98,3,3,1,8116,8,1,15,3,2,2,15,3,10,0,1
42,1367,4,4,3,90,3,2,3,9234,1,0,18,3,4,1,10,3,12,0,1
26,585,20,1,1,51,1,1,1,1343,4,1,11,3,1,0,2,1,1,1,1
31,368,18,2,1,30,1,1,1,2335,6,1,13,3,1,0,3,1,2,1,1
26,579,24,2,1,50,1,1,1,2310,7,1,13,3,1,0,2,1,0,1,1
48,1340,25,3,1,62,3,4,4,4841,7,0,12,3,3,2,18,2,16,0,1
47,1194,2,4,3,74,3,4,4,9459,2,0,20,3,3,2,10,3,7,0,1
29,247,16,4,1,58,3,2,1,13255,3,1,19,3,2,0,11,2,21,1,1
40,939,22,1,2,44,2,4,1,5916,5,1,16,3,2,0,29,1,0,0,1
39,706,3,3,4,56,1,3,4,7640,5,0,19,3,3,1,29,3,24,1,1
47,813,4,3,4,85,3,4,4,14656,2,0,21,3,3,2,21,3,9,0,1
23,299,29,1,1,49,1,1,1,2659,8,1,13,3,1,0,1,1,2,1,1
23,316,24,2,1,50,1,1,1,2787,6,1,12,3,1,0,3,1,0,1,1
32,839,14,4,4,46,1,4,1,4925,6,0,13,3,1,2,16,1,20,0,1
26,486,22,2,1,31,1,1,1,1086,5,1,11,3,1,0,4,1,0,1,1
42,995,3,3,4,91,3,2,4,13312,2,0,15,3,4,2,19,3,18,0,1
42,892,25,1,3,52,3,2,3,3551,4,1,17,3,3,2,25,3,13,0,1
31,801,3,4,3,70,3,2,3,8632,1,0,17,3,3,2,24,3,8,0,1
52,979,1,2,4,54,2,4,2,11322,6,0,23,3,3,0,2,3,4,1,1
30,861,1,3,4,63,3,3,4,14096,2,0,23,3,3,2,12,3,12,0,1
52,876,26,4,3,52,3,3,2,8025,5,1,18,3,1,1,0,3,7,1,1
35,1097,21,2,2,97,1,3,2,6256,3,0,21,3,1,1,18,3,6,0,1
28,319,21,1,1,32,1,1,1,1529,8,1,11,3,1,0,1,1,2,1,1
47,1037,2,3,3,65,3,2,4,9345,1,0,21,3,3,1,24,3,13,0,1
31,983,4,4,4,70,3,3,4,11476,1,0,17,3,4,2,8,3,9,0,1
40,1359,2,3,3,88,3,2,4,13197,1,0,15,3,3,2,9,3,8,0,1
23,530,23,1,1,32,1,1,1,1529,4,1,12,3,1,0,2,1,2,1,1
38,934,18,3,2,42,3,2,3,9611,1,0,24,3,1,0,6,1,20,0,1
27,520,17,1,1,47,1,1,1,2222,4,1,13,3,1,0,4,1,1,1,1
24,231,22,2,1,32,1,1,1,2767,6,1,11,3,1,0,3,1,0,1,1
22,404,16,2,1,40,1,1,1,2731,7,1,11,3,1,0,1,1,1,1,1
31,918,4,4,3,75,3,4,3,5218,1,0,21,3,3,1,18,3,14,0,1
38,1013,6,2,4,56,2,3,3,9011,2,1,14,3,1,0,3,3,20,1,1
36,882,3,3,3,96,3,3,3,14946,1,0,15,3,4,1,20,3,12,0,1
52,404,6,2,3,60,2,2,4,9148,2,0,20,3,3,0,7,1,11,1,1
23,399,29,1,1,46,1,1,1,1242,7,1,12,3,1,0,1,1,0,1,1
41,1008,2,3,4,85,3,4,3,7017,2,0,23,3,4,2,11,3,15,0,1
26,323,22,1,1,42,1,1,1,2939,4,1,13,3,1,0,3,1,2,1,1
46,1165,4,3,4,79,3,3,4,5044,1,0,21,3,4,1,24,3,10,0,1
45,935,1,3,4,93,3,4,4,10005,1,0,21,3,3,2,16,3,11,0,1
27,233,1,3,1,93,1,3,2,9653,0,1,13,3,4,1,21,1,7,1,1
37,1030,2,4,4,61,3,2,3,7024,1,0,23,3,4,2,23,3,18,0,1
22,509,2,2,2,62,3,2,1,4367,6,0,19,3,3,2,20,3,3,1,1
38,934,29,2,3,98,3,1,4,10138,1,0,18,3,4,1,13,1,7,1,1
32,325,11,2,2,61,2,3,4,8428,2,1,20,3,3,1,7,1,12,0,1
22,556,19,1,1,52,1,1,1,2605,5,1,12,3,1,0,1,1,0,1,1
25,723,10,2,4,35,2,3,3,3489,0,0,19,3,1,0,7,2,21,0,1
47,432,6,4,2,55,2,1,3,14795,8,1,12,3,3,2,10,1,7,0,1
51,805,20,1,4,44,3,3,4,5871,3,0,20,3,4,1,4,3,3,0,1
36,674,17,3,4,89,1,1,3,1990,8,1,15,3,2,1,0,1,24,1,1
26,286,21,1,1,34,1,1,1,1755,4,1,11,3,1,0,2,1,1,1,1
35,1169,23,3,2,62,3,2,1,7296,7,0,15,3,3,1,10,1,11,0,1
43,1052,27,2,2,77,2,2,3,9114,0,0,22,3,3,1,12,2,24,0,1
39,1078,2,3,3,92,3,4,4,14161,2,0,21,3,3,1,9,3,10,0,1
37,1226,4,4,4,64,3,4,4,7267,1,0,16,3,4,2,10,3,13,0,1
34,556,23,3,1,76,2,1,4,10670,1,1,18,3,2,1,0,3,13,0,1
33,1098,7,4,4,54,1,3,3,7075,2,0,21,3,3,0,19,2,6,0,1
28,391,16,1,1,35,1,1,1,1313,7,1,13,3,1,0,1,1,0,1,1
43,781,7,4,4,53,1,2,2,11056,4,0,11,3,3,1,29,3,10,1,1
25,502,12,1,4,87,2,2,3,3583,1,1,15,3,1,2,7,1,18,0,1
29,1088,25,4,4,83,3,4,4,7616,3,1,19,3,1,0,5,3,11,0,1
23,289,20,1,1,40,1,1,1,1094,5,1,13,3,1,0,1,1,1,1,1
31,524,28,1,1,33,1,1,1,1518,8,1,12,3,1,0,2,1,1,1,1
44,1266,1,4,3,74,3,3,3,5176,2,0,17,3,3,1,16,3,9,0,1
26,347,26,1,1,52,1,1,1,1906,5,1,13,3,1,0,1,1,0,1,1
45,723,14,3,3,93,3,1,2,8912,3,1,22,3,2,2,20,3,7,0,1
36,944,4,4,4,77,3,2,3,8574,2,0,17,3,3,1,23,3,10,0,1
52,614,1,3,2,38,2,2,2,1107,2,0,23,3,3,0,13,2,16,0,1
28,346,29,2,1,42,1,1,1,1607,6,1,12,3,1,0,1,1,0,1,1
48,1011,7,1,1,59,2,4,2,10683,5,0,17,3,3,2,22,2,24,0,1
47,863,4,3,4,76,3,3,3,11087,2,0,24,3,3,1,11,3,10,0,1
25,495,25,1,1,31,1,1,1,1136,6,1,13,3,1,0,3,1,1,1,1
51,1259,6,3,3,35,3,1,4,13735,4,1,12,3,3,0,22,2,16,1,1
48,555,16,4,2,54,3,2,3,2190,0,0,15,3,3,2,21,2,19,1,1
45,863,3,4,4,78,3,2,4,9188,1,0,24,3,4,1,22,3,12,0,1
51,1233,20,1,2,45,1,4,2,5610,6,1,19,3,4,1,12,2,23,0,1
43,1351,2,4,3,98,3,2,4,13589,1,0,16,3,3,2,17,3,16,0,1
27,232,13,2,4,79,3,1,1,2844,7,1,13,3,1,1,19,2,3,1,1
24,235,21,1,1,48,1,1,1,2319,5,1,13,3,1,0,2,1,0,1,1
25,530,16,2,1,46,1,1,1,2815,5,1,13,3,1,0,3,1,1,1,1
52,400,10,1,1,80,1,2,2,8791,5,0,18,3,2,1,28,1,20,0,1
29,1272,16,2,2,66,1,4,1,10365,5,0,22,3,4,1,3,2,12,1,1
32,746,7,2,3,98,3,2,4,7139,3,1,22,3,4,1,11,1,15,1,1
23,478,24,1,2,83,3,1,4,2360,8,1,22,3,4,1,8,1,1,0,1
37,889,18,3,2,83,1,2,1,4336,8,1,22,3,4,0,18,3,18,1,1
43,846,1,3,3,74,3,3,3,7078,2,0,21,3,3,2,11,3,6,0,1
47,1347,2,4,4,80,3,3,3,13160,1,0,22,3,4,2,12,3,15,0,1
24,317,15,1,1,37,1,1,1,1310,5,1,12,3,1,0,3,1,2,1,1
40,1319,2,4,3,66,3,3,4,9444,1,0,21,3,4,1,19,3,8,0,1
31,432,21,2,1,44,1,1,1,2849,7,1,12,3,1,0,3,1,2,1,1
53,539,4,1,4,94,1,2,3,6259,6,0,19,3,4,1,21,2,8,0,1
35,1060,3,2,1,88,3,2,1,5080,0,0,15,3,1,2,6,2,18,1,1
34,1167,1,3,3,84,3,2,3,9853,2,0,18,3,4,2,24,3,5,0,1
47,1360,2,3,3,64,1,3,2,3175,5,1,15,3,1,1,17,2,17,0,1
38,776,9,1,4,87,2,3,3,10534,1,1,21,3,2,0,27,2,12,0,1
33,822,3,3,4,68,3,4,3,6444,1,0,17,3,3,1,10,3,6,0,1
41,1320,2,4,3,79,3,2,3,6753,1,0,20,3,3,2,17,3,7,0,1
36,966,22,4,3,75,1,1,1,3611,1,0,13,3,2,0,13,1,14,1,1
48,904,4,4,4,97,3,2,3,9164,1,0,21,3,3,1,11,3,14,0,1
43,1161,3,3,4,63,3,2,4,5026,2,0,19,3,3,2,15,3,6,0,1
31,294,25,1,1,41,1,1,1,2338,8,1,11,3,1,0,2,1,0,1,1
33,999,1,4,4,97,3,4,4,7988,1,0,17,3,3,2,14,3,5,0,1
26,1053,14,1,1,60,3,2,1,13962,5,0,15,3,2,0,7,2,6,0,1
28,299,24,2,1,42,1,1,1,1195,6,1,12,3,1,0,3,1,0,1,1
31,1353,4,3,3,66,3,3,4,6475,1,0,20,3,4,2,13,3,13,0,1
52,750,18,2,2,66,2,1,4,2223,2,0,16,3,3,0,13,1,22,1,1
34,743,17,3,1,70,1,1,1,14223,1,1,16,3,3,0,14,1,8,1,1
47,571,10,4,3,32,2,2,1,10911,0,1,21,3,4,1,2,3,15,1,1
47,855,21,4,1,78,3,3,1,13795,8,1,18,3,2,2,22,2,17,1,1
23,510,22,3,1,68,1,1,4,11126,8,1,16,3,2,2,24,2,23,0,1
44,898,15,2,2,42,1,1,4,9483,0,1,11,3,2,2,5,1,3,1,1
49,1237,2,3,4,69,3,2,3,8567,2,0,24,3,4,1,11,3,5,0,1
44,1257,4,4,4,68,3,4,4,14198,1,0,24,3,3,2,9,3,13,0,1
33,1357,18,2,1,92,1,3,2,8823,0,1,14,3,1,2,2,1,17,0,1
41,639,7,1,4,62,2,4,2,13795,7,1,14,3,4,0,1,2,3,0,1
22,282,20,1,1,46,1,1,1,1718,8,1,12,3,1,0,3,1,0,1,1
48,1348,2,4,3,91,3,2,4,14896,2,0,20,3,3,2,8,3,8,0,1
26,459,23,2,1,48,1,1,1,1045,7,1,12,3,1,0,2,1,2,1,1
