school,sex,age,studytime,failures,schoolsup,famsup,paid,activities,higher,internet,romantic,famrel,freetime,goout,dalc,walc,health,absences,g1,g2,pass,synthetic
1,1,17,1,2,1,0,0,0,0,0,1,1,3,3,4,4,1,26,3,3,0,1
1,1,18,2,0,1,1,0,1,1,0,1,3,3,2,2,2,3,5,12,11,0,1
0,1,18,2,1,0,0,1,0,1,0,1,2,2,3,1,2,2,9,9,9,1,1
1,0,19,3,2,1,0,1,1,1,1,0,2,1,3,1,2,4,27,13,17,0,1
0,1,17,2,1,0,0,0,1,1,1,1,2,2,2,1,1,2,7,9,10,1,1
1,0,16,2,0,0,0,0,0,1,1,0,3,2,2,1,1,3,8,8,11,0,1
0,1,17,2,1,0,1,1,0,1,1,0,2,3,2,2,1,3,6,8,10,1,1
1,1,20,1,2,1,0,0,0,0,0,1,2,4,3,4,4,2,26,3,4,0,1
1,0,21,4,2,1,1,1,1,1,1,0,4,3,2,2,4,2,24,16,7,1,1
0,1,21,1,3,1,0,0,0,0,1,1,2,3,3,4,4,1,21,7,6,0,1
1,0,18,2,0,1,0,0,1,1,1,1,3,3,2,2,1,3,9,12,9,1,1
1,0,21,3,3,1,1,1,0,1,1,1,1,2,2,3,2,4,6,8,11,0,1
1,1,17,1,2,1,0,0,0,0,1,1,2,4,4,3,3,2,12,6,4,0,1
0,0,20,3,2,1,0,0,1,1,1,1,3,2,2,3,1,2,14,4,6,0,1
1,1,16,2,1,0,0,1,0,0,1,0,2,3,3,2,2,3,6,10,8,0,1
1,0,17,2,0,0,0,1,0,0,1,1,2,2,2,1,2,2,9,8,9,1,1
1,0,17,4,0,0,1,1,1,1,1,0,3,2,1,1,1,3,1,16,13,1,1
0,0,18,2,0,1,1,0,0,1,0,0,2,2,3,1,2,2,4,12,12,0,1
1,1,17,3,3,1,0,0,1,1,1,0,2,3,4,2,1,2,6,11,9,0,1
0,0,18,2,1,0,1,1,1,0,0,0,2,3,3,1,1,2,3,8,10,1,1
1,0,15,3,0,0,0,0,1,1,1,0,4,2,2,1,1,3,1,12,18,1,1
0,0,21,1,2,1,0,0,0,0,1,1,1,4,3,3,4,1,11,7,6,0,1
1,0,20,1,3,1,0,0,0,0,0,1,1,3,4,3,3,2,10,6,3,0,1
1,1,18,4,0,0,1,0,1,1,1,0,4,3,2,1,1,3,0,14,13,1,1
1,1,16,4,3,1,0,0,0,1,1,0,1,2,1,3,1,4,13,10,5,0,1
0,1,18,2,1,0,1,1,1,1,0,0,2,3,2,1,1,2,6,10,8,0,1
1,0,19,1,3,1,0,0,0,0,1,1,2,4,3,3,3,1,22,7,3,0,1
1,0,18,3,0,0,0,0,1,1,1,0,4,3,1,1,1,4,4,17,18,1,1
0,1,17,2,1,1,1,1,0,1,1,1,2,2,2,2,2,2,3,12,9,0,1
1,0,18,2,0,0,0,1,1,1,1,0,2,2,2,2,1,3,6,11,9,1,1
1,1,18,2,0,1,1,1,0,1,1,1,3,3,2,2,1,3,7,10,8,1,1
0,1,20,1,3,1,0,0,0,0,0,1,1,3,4,4,3,2,29,4,3,0,1
0,1,16,4,0,0,0,0,1,1,1,0,4,3,1,1,1,3,4,16,18,1,1
1,1,17,2,0,0,0,0,0,0,0,0,2,3,3,1,2,3,5,11,9,0,1
1,0,17,2,1,1,1,1,1,1,0,0,3,2,3,2,2,2,10,11,10,0,1
1,0,16,1,2,1,0,0,0,0,1,1,1,3,4,4,4,1,13,3,3,0,1
1,1,17,1,2,1,0,0,0,0,0,1,1,4,3,4,4,1,16,7,3,0,1
0,0,20,3,2,0,1,1,1,1,1,1,4,1,1,1,2,2,14,6,14,1,1
1,1,18,4,0,0,0,1,1,1,1,0,3,2,1,1,1,4,4,14,14,1,1
1,0,15,4,0,0,0,0,1,1,1,0,3,2,2,1,1,3,1,16,13,1,1
0,0,15,3,0,0,0,1,1,1,1,0,4,3,1,1,1,3,3,12,15,1,1
0,1,18,2,0,1,0,0,0,0,1,1,2,2,3,1,2,2,6,11,12,0,1
1,1,20,1,3,1,0,0,0,0,1,1,2,4,4,4,4,1,17,4,7,0,1
1,1,17,1,2,1,0,0,0,0,1,1,1,3,3,3,3,2,29,4,3,0,1
1,1,15,4,2,0,1,1,1,1,1,0,1,1,1,4,3,1,27,17,9,1,1
0,0,16,3,0,0,1,0,1,1,1,0,4,3,2,1,1,3,4,14,13,1,1
1,1,16,2,0,0,1,0,1,1,0,0,2,3,3,1,2,2,3,11,11,1,1
0,0,20,3,3,1,1,0,1,1,1,1,2,2,2,2,2,2,9,14,3,0,1
1,0,20,1,3,1,0,0,0,0,1,1,2,4,3,4,3,1,15,5,5,0,1
1,1,15,4,0,0,0,1,1,1,1,0,4,3,2,1,1,4,0,17,15,1,1
0,1,16,2,0,1,1,1,1,0,1,0,2,2,2,1,1,3,11,10,9,1,1
0,0,16,4,2,1,0,0,0,1,1,0,2,2,4,1,4,1,2,11,15,0,1
1,1,18,2,0,1,1,1,1,1,1,1,3,2,2,1,1,3,9,11,10,1,1
0,1,20,4,2,0,1,0,1,1,1,0,1,1,3,1,2,4,14,16,4,0,1
1,1,16,4,3,1,1,0,0,1,1,0,3,4,4,4,3,3,2,14,17,1,1
0,1,17,3,0,0,1,1,1,1,1,0,3,3,1,1,1,4,2,15,15,1,1
1,0,18,2,1,1,1,0,1,1,1,1,2,2,3,2,2,3,11,11,11,0,1
1,1,17,2,1,0,0,1,1,0,1,0,2,2,2,2,2,2,4,9,12,1,1
1,0,18,2,1,0,0,1,1,1,0,1,2,2,3,2,2,2,10,11,10,0,1
1,1,18,2,0,0,0,1,0,0,0,1,2,3,2,2,1,3,9,8,12,1,1
0,1,17,1,3,1,0,0,0,0,1,1,2,4,4,3,4,2,20,7,3,0,1
1,0,18,1,3,1,0,0,0,0,1,1,2,3,4,3,4,1,11,3,7,0,1
0,1,21,1,3,1,0,0,0,0,0,1,2,3,3,3,4,1,15,6,4,0,1
1,0,17,1,2,1,0,0,0,0,0,1,1,3,3,3,3,1,26,7,5,0,1
0,0,18,1,2,1,0,0,0,0,0,1,1,4,4,4,3,1,18,4,3,0,1
1,0,18,1,2,1,0,0,0,0,1,1,1,3,4,3,3,2,29,3,6,0,1
0,0,16,2,0,1,0,0,0,0,1,1,3,2,3,2,1,3,11,9,11,1,1
0,1,18,2,1,1,1,1,1,1,0,0,3,2,3,1,1,2,11,9,8,0,1
0,1,16,2,0,0,0,1,0,0,0,0,2,2,2,2,2,3,3,9,8,1,1
1,0,16,3,3,1,1,0,1,1,1,0,3,3,3,4,2,2,26,12,5,0,1
1,0,19,1,3,1,0,0,0,0,0,1,1,4,3,3,4,2,10,3,4,0,1
0,1,18,2,0,1,1,1,0,1,0,1,2,2,3,1,2,2,11,11,11,0,1
1,1,17,3,0,0,1,0,1,1,1,0,4,2,2,1,1,3,0,17,16,1,1
1,0,16,4,0,0,1,0,1,1,1,0,3,2,2,1,1,3,1,13,17,1,1
1,0,18,1,3,1,0,0,0,0,0,1,1,3,4,3,4,2,13,3,4,0,1
0,0,16,2,0,1,1,1,1,0,1,1,3,2,3,2,1,2,4,10,9,0,1
1,1,20,3,2,1,1,1,0,1,1,0,1,1,3,3,1,1,25,5,5,0,1
0,1,17,1,3,1,0,0,0,0,0,1,1,3,4,4,4,2,22,7,3,0,1
0,0,19,1,2,1,0,0,0,0,0,1,2,4,4,3,4,1,20,6,3,0,1
1,1,17,2,1,1,0,0,0,0,1,0,2,3,2,2,2,3,10,12,12,0,1
0,0,17,4,2,1,1,0,1,1,1,1,4,2,4,4,2,1,16,6,14,0,1
0,1,17,2,0,0,0,0,1,0,0,0,3,3,3,1,1,2,4,8,12,1,1
0,1,16,2,0,0,0,1,1,1,0,1,2,3,2,2,2,3,3,8,10,1,1
0,0,18,1,2,1,0,0,0,0,1,1,2,3,4,4,3,1,25,7,3,0,1
0,0,16,2,0,1,0,0,0,0,0,1,2,2,3,1,2,3,10,12,8,1,1
1,1,16,3,0,0,1,0,1,1,1,0,3,2,2,1,1,4,0,14,16,1,1
0,1,21,1,3,1,0,0,0,0,0,1,1,4,4,4,4,2,16,6,4,0,1
0,1,17,2,0,0,0,0,1,0,1,1,2,2,2,1,2,3,8,10,9,0,1
1,1,18,2,1,1,0,0,0,0,0,1,2,3,3,1,2,3,8,12,10,1,1
1,0,17,1,2,1,0,0,0,0,1,1,2,4,4,4,3,2,25,4,4,0,1
0,1,16,2,0,0,0,0,1,0,1,0,2,3,2,1,1,2,11,8,8,0,1
1,0,17,2,0,0,0,0,1,1,1,0,2,2,3,1,1,3,4,8,8,1,1
0,0,16,1,3,1,0,0,0,0,1,1,2,4,3,3,3,2,13,3,4,0,1
1,0,15,4,0,0,0,0,1,1,1,0,4,3,2,1,1,3,1,12,13,1,1
0,1,15,4,0,0,0,0,1,1,1,0,4,2,1,1,1,4,1,16,14,1,1
1,1,17,4,0,0,1,0,1,1,1,0,3,2,1,1,1,3,4,17,17,1,1
0,1,17,4,0,0,0,0,1,1,1,0,3,2,2,1,1,4,3,17,18,1,1
0,0,18,1,3,1,0,0,0,0,0,1,1,4,4,3,3,2,28,5,7,0,1
0,1,16,2,1,0,1,0,1,0,0,1,3,2,3,1,2,3,3,11,11,0,1
0,1,17,2,0,0,0,0,0,0,1,1,2,3,3,2,2,2,11,8,10,1,1
0,0,16,1,2,1,0,0,0,0,0,1,2,4,4,4,3,1,11,4,4,0,1
0,1,18,1,2,1,0,0,0,0,1,1,2,3,4,3,3,2,23,6,7,0,1
0,0,17,4,0,0,1,0,1,1,1,0,3,2,2,1,1,3,3,17,18,1,1
0,1,18,2,1,0,1,1,0,0,0,0,3,3,2,1,2,2,7,10,12,1,1
1,0,16,2,0,1,1,1,1,1,0,0,3,3,3,1,2,2,7,11,8,1,1
0,1,17,1,2,1,0,0,0,0,0,1,2,3,4,3,3,2,10,5,5,0,1
0,0,15,4,0,0,0,0,1,1,1,0,4,3,2,1,1,3,1,14,13,1,1
0,0,20,1,2,1,0,0,0,0,0,1,2,3,3,3,3,1,18,4,5,0,1
0,0,16,2,0,0,1,0,0,1,0,1,2,3,2,2,2,2,11,10,11,1,1
1,0,18,2,0,1,0,0,0,0,0,1,2,3,2,1,2,3,3,12,11,1,1
0,0,15,3,0,0,0,1,1,1,1,0,4,3,1,1,1,4,2,16,17,1,1
0,1,16,2,1,0,0,1,0,1,0,1,2,2,2,2,2,3,10,12,8,0,1
0,1,21,4,3,1,0,0,0,1,1,0,2,2,2,2,1,4,6,8,12,0,1
1,1,19,3,2,1,0,1,0,1,1,1,2,3,4,2,4,1,9,11,5,1,1
0,1,18,1,3,1,0,0,0,0,1,1,2,4,3,3,4,1,27,3,7,0,1
1,0,20,1,2,1,0,0,0,0,0,1,1,4,3,3,4,2,16,6,4,0,1
0,0,16,2,1,0,1,1,1,0,1,0,3,2,3,1,2,3,6,10,10,1,1
1,1,16,1,2,1,0,0,0,0,0,1,1,3,3,3,3,2,23,5,7,0,1
0,0,17,3,0,0,1,0,1,1,1,0,4,3,2,1,1,3,3,17,14,1,1
1,1,21,1,2,1,0,0,0,0,1,1,2,4,4,4,4,1,20,5,6,0,1
0,0,17,2,0,0,0,0,0,1,0,0,3,3,3,1,1,2,3,11,8,0,1
1,1,15,4,0,0,0,0,1,1,1,0,4,2,2,1,1,3,1,12,14,1,1
1,0,17,1,3,1,0,0,0,0,0,1,1,3,3,4,3,1,16,3,5,0,1
1,0,21,1,3,1,0,0,0,0,0,1,2,4,3,4,4,1,14,5,3,0,1
1,0,18,3,0,0,0,0,1,1,1,0,3,2,2,1,1,4,3,12,13,1,1
0,0,18,1,3,1,0,0,0,0,0,1,1,4,4,4,3,1,23,5,4,0,1
0,0,17,2,1,0,0,1,0,1,0,1,2,2,3,2,1,2,8,11,8,0,1
1,1,17,2,0,0,1,0,0,1,0,0,2,3,3,1,1,2,11,10,12,0,1
0,1,16,2,0,1,0,1,1,1,0,0,2,2,3,1,1,3,10,10,9,1,1
1,0,16,2,0,0,0,0,0,1,0,0,2,3,2,1,2,2,9,9,10,0,1
1,1,16,1,2,1,0,0,0,0,1,1,2,3,3,3,3,2,20,3,3,0,1
0,1,19,1,2,1,0,0,0,0,1,1,1,3,3,3,4,1,23,6,6,0,1
1,1,21,1,2,1,0,0,0,0,0,1,1,3,3,3,4,1,23,4,7,0,1
1,1,16,3,0,0,0,0,1,1,1,0,3,3,2,1,1,3,0,17,17,1,1
1,1,21,3,2,0,0,0,1,1,1,1,2,4,3,4,1,2,1,17,8,0,1
0,0,18,4,3,1,1,1,0,1,1,1,2,3,4,3,4,2,8,4,11,1,1
1,1,16,2,1,0,1,0,1,0,0,1,3,2,3,1,2,3,11,12,9,1,1
1,0,16,2,0,0,1,0,0,0,0,1,3,3,2,1,1,2,9,12,8,0,1
1,0,17,1,2,1,0,0,0,0,0,1,1,4,3,3,3,2,11,6,3,0,1
0,1,18,2,1,0,0,1,1,0,0,0,2,2,2,1,2,2,6,9,10,0,1
0,1,17,2,1,0,0,1,0,1,0,1,2,3,2,1,2,2,7,12,11,1,1
1,0,17,4,2,0,0,0,1,1,1,1,1,1,4,3,1,3,27,4,3,0,1
0,0,16,3,3,0,0,1,1,1,1,0,3,2,4,3,3,1,11,11,6,0,1
1,1,19,1,3,1,0,0,0,0,1,1,1,3,3,3,3,1,26,3,5,0,1
0,0,17,1,3,1,0,0,0,0,0,1,1,4,4,3,4,2,27,7,6,0,1
1,0,17,3,0,0,1,1,1,1,1,0,3,2,1,1,1,4,1,16,13,1,1
0,1,21,4,3,0,1,1,0,1,1,1,4,4,4,2,2,2,3,17,11,0,1
1,0,18,2,0,1,0,0,1,0,1,0,3,3,3,2,2,2,6,9,10,1,1
1,0,18,2,0,1,0,1,0,0,1,0,2,3,3,2,1,2,9,10,11,0,1
1,0,20,1,3,1,0,0,0,0,0,1,2,3,3,4,3,2,10,5,5,0,1
0,0,19,1,2,1,0,0,0,0,0,1,1,4,4,3,3,1,24,5,5,0,1
0,0,16,2,0,1,0,0,1,0,0,0,2,3,3,1,1,3,8,11,10,0,1
0,1,18,1,2,1,0,0,0,0,0,1,2,3,4,4,4,1,22,6,3,0,1
0,0,15,3,0,0,1,0,1,1,1,0,4,3,1,1,1,4,1,17,13,1,1
0,0,18,4,0,0,0,1,1,1,1,0,4,3,2,1,1,3,2,16,14,1,1
0,1,21,3,3,1,0,1,0,1,1,1,2,3,4,3,2,3,25,16,9,1,1
1,0,19,1,3,1,0,0,0,0,0,1,2,3,3,3,4,2,28,4,7,0,1
0,0,20,3,2,1,0,0,0,1,1,0,1,1,1,1,2,1,14,8,17,0,1
0,0,18,4,0,0,1,1,1,1,1,0,4,2,1,1,1,3,2,16,18,1,1
0,0,17,2,1,0,1,0,1,1,0,1,3,2,3,1,2,2,11,9,11,0,1
1,0,16,2,0,1,1,0,0,1,1,1,3,2,3,2,1,2,4,8,11,0,1
0,1,17,2,1,0,1,1,1,0,1,1,3,2,3,2,1,2,6,9,12,0,1
1,1,15,4,0,0,0,0,1,1,1,0,4,2,2,1,1,3,3,13,15,1,1
0,0,17,3,0,0,1,0,1,1,1,0,4,3,1,1,1,4,1,14,16,1,1
0,1,16,4,0,0,1,0,1,1,1,0,3,3,1,1,1,4,4,14,13,1,1
0,1,15,3,2,0,1,0,1,1,1,0,1,4,1,3,2,4,3,7,11,1,1
0,1,17,2,0,0,0,0,1,0,1,0,2,2,3,1,2,3,9,9,10,1,1
1,0,18,2,0,0,1,1,1,1,0,1,2,3,2,1,1,2,3,11,8,1,1
1,1,18,3,0,0,0,0,1,1,1,0,3,3,2,1,1,4,3,17,18,1,1
1,1,20,1,3,1,0,0,0,0,1,1,1,4,3,3,4,2,10,6,5,0,1
1,1,16,2,1,0,1,1,0,1,0,0,3,3,3,2,1,3,8,10,9,0,1
1,0,17,1,2,1,0,0,0,0,0,1,2,3,4,4,3,2,27,7,7,0,1
0,1,15,3,0,0,1,1,1,1,1,0,3,2,2,1,1,3,4,15,15,1,1
1,1,17,2,0,1,0,1,1,1,0,0,3,2,2,1,2,2,5,9,8,0,1
0,0,18,3,0,0,0,0,1,1,1,0,3,2,1,1,1,4,4,15,15,1,1
1,0,18,3,3,1,1,1,0,1,1,1,4,3,1,3,2,1,16,11,3,0,1
1,0,17,3,0,0,1,0,1,1,1,0,3,2,1,1,1,4,3,13,14,1,1
0,0,19,1,2,1,0,0,0,0,1,1,1,4,3,3,3,1,24,3,5,0,1
0,1,18,4,0,0,0,1,1,1,1,0,3,2,1,1,1,3,1,15,14,1,1
1,0,16,3,0,0,1,1,1,1,1,0,4,2,2,1,1,4,4,16,15,1,1
0,0,16,2,1,0,0,1,0,1,1,0,3,2,2,1,2,2,6,12,12,1,1
1,1,17,2,1,0,1,0,1,0,1,0,3,2,3,2,1,2,5,8,9,0,1
0,0,18,2,1,0,1,1,0,1,0,0,2,2,2,2,2,3,7,10,12,1,1
1,0,16,2,1,1,1,1,1,0,1,1,2,2,2,1,1,2,5,10,11,0,1
1,1,16,4,3,1,0,1,1,1,1,1,4,1,4,3,1,4,20,10,16,0,1
1,1,19,1,2,1,0,0,0,0,0,1,2,3,4,4,3,2,18,6,4,0,1
0,0,16,3,0,0,0,1,1,1,1,0,4,3,1,1,1,4,0,12,17,1,1
0,1,15,3,0,0,1,0,1,1,1,0,3,3,2,1,1,3,2,16,16,1,1
1,0,18,3,2,1,1,1,1,1,1,1,4,1,1,1,4,4,25,5,15,1,1
1,0,16,2,0,1,0,1,1,1,0,0,3,2,3,2,2,2,5,10,10,0,1
1,1,20,1,3,1,0,0,0,0,1,1,1,4,4,3,3,1,21,5,6,0,1
1,1,18,3,0,0,1,0,1,1,1,0,4,2,1,1,1,3,3,16,16,1,1
0,1,20,4,2,1,0,0,1,1,1,1,1,3,4,4,4,3,16,4,7,0,1
1,1,16,2,0,1,0,1,0,0,0,1,2,3,3,2,1,3,7,10,11,0,1
0,1,21,1,2,1,0,0,0,0,0,1,1,3,3,4,3,1,25,6,7,0,1
1,1,17,2,0,1,0,1,0,1,0,0,2,3,2,2,1,2,4,10,9,1,1
0,0,18,1,2,1,0,0,0,0,1,1,1,4,3,3,4,1,21,3,6,0,1
1,1,16,2,0,1,0,1,0,0,1,1,2,2,3,1,1,3,6,10,12,1,1
0,0,17,2,1,0,0,0,1,1,0,0,3,3,2,1,1,3,9,11,10,0,1
1,0,18,1,2,1,0,0,0,0,0,1,2,4,4,3,4,2,20,3,5,0,1
1,1,19,1,3,1,0,0,0,0,1,1,1,4,3,4,4,2,28,5,7,0,1
1,0,15,3,0,0,1,0,1,1,1,0,3,3,1,1,1,4,3,17,17,1,1
1,0,18,1,3,1,0,0,0,0,0,1,1,4,3,3,3,1,19,7,6,0,1
1,1,17,2,0,1,1,0,0,1,0,0,2,2,2,1,2,3,11,9,10,1,1
1,0,21,3,2,1,0,1,0,1,1,1,3,1,2,1,3,3,26,17,5,1,1
1,1,18,4,0,0,1,0,1,1,1,0,4,3,1,1,1,3,1,17,13,1,1
0,0,16,2,1,0,0,1,0,1,0,1,2,2,3,1,1,3,7,8,9,1,1
0,1,15,4,0,0,0,0,1,1,1,0,4,2,1,1,1,4,1,15,17,1,1
0,0,17,4,0,0,0,0,1,1,1,0,3,3,2,1,1,4,4,14,15,1,1
0,0,17,2,1,0,0,0,0,1,0,1,2,3,2,1,2,3,11,12,9,0,1
0,0,18,1,3,1,0,0,0,0,1,1,1,3,3,4,3,2,19,3,5,0,1
0,0,16,2,0,0,0,0,0,0,0,0,2,3,2,2,1,3,6,12,11,1,1
1,1,19,4,3,1,0,1,0,1,1,1,2,4,4,3,2,3,11,15,14,1,1
0,0,20,3,2,0,1,1,1,1,1,1,3,2,3,4,3,3,28,11,7,1,1
0,0,18,3,2,0,0,1,1,1,1,0,1,3,3,1,4,4,8,8,16,1,1
1,0,16,3,0,0,1,0,1,1,1,0,3,3,2,1,1,3,0,15,16,1,1
0,0,16,1,3,1,0,0,0,0,1,1,1,3,3,3,3,1,11,3,3,0,1
0,0,18,2,1,0,1,1,1,0,0,0,2,2,2,1,1,2,3,8,10,0,1
0,1,21,1,3,1,0,0,0,0,1,1,2,3,4,4,3,1,18,3,4,0,1
0,0,19,3,2,1,1,0,1,1,1,1,4,2,4,2,3,1,14,16,7,0,1
0,1,15,3,2,1,1,1,1,1,1,1,1,1,4,2,3,4,18,8,17,1,1
0,1,18,3,0,0,1,0,1,1,1,0,3,3,1,1,1,3,1,14,15,1,1
0,1,16,2,1,0,1,0,0,0,0,1,3,2,3,1,1,3,7,10,11,0,1
1,1,16,4,2,0,1,1,1,1,1,0,2,4,2,1,2,3,18,8,5,0,1
0,1,20,4,2,1,0,0,0,1,1,0,2,2,3,4,2,2,14,6,9,1,1
0,1,17,4,0,0,0,1,1,1,1,0,3,3,1,1,1,3,3,16,17,1,1
1,0,15,4,3,1,0,1,1,1,1,1,3,1,3,2,1,4,9,10,3,1,1
1,1,16,3,0,0,1,0,1,1,1,0,3,3,2,1,1,4,3,14,13,1,1
1,1,20,3,2,1,1,0,0,1,1,0,4,3,2,2,3,4,4,4,14,1,1
1,0,18,2,1,0,1,0,0,1,0,1,2,3,2,2,1,3,7,9,11,0,1
1,1,17,3,2,1,1,1,1,1,1,1,3,1,3,4,2,4,7,6,10,0,1
1,1,15,3,3,0,0,0,1,1,1,0,3,2,2,3,2,1,18,14,11,1,1
0,0,16,2,0,0,1,1,0,1,1,0,3,3,2,2,2,2,6,8,12,1,1
0,1,17,2,0,1,0,0,0,0,0,1,2,2,2,1,1,2,8,11,12,1,1
0,1,20,4,2,1,1,1,1,1,1,1,1,1,1,3,3,4,22,7,12,0,1
0,1,16,3,0,0,1,0,1,1,1,0,4,3,2,1,1,4,3,15,14,1,1
1,0,17,2,0,0,0,1,1,1,1,0,3,3,3,2,2,3,8,12,8,1,1
1,0,17,4,0,0,0,0,1,1,1,0,4,3,2,1,1,3,0,15,16,1,1
1,0,18,2,0,0,1,1,1,1,1,1,2,3,3,2,2,2,8,8,12,1,1
1,0,16,4,0,0,1,0,1,1,1,0,3,2,2,1,1,3,4,16,18,1,1
0,1,16,2,1,1,1,0,0,1,1,1,3,2,2,2,2,3,11,12,9,0,1
0,0,16,2,0,1,1,1,1,1,0,0,2,2,3,2,1,3,9,10,9,1,1
1,1,20,3,3,0,0,1,0,1,1,1,1,1,3,2,3,3,12,14,17,1,1
0,1,17,3,0,0,0,0,1,1,1,0,4,2,1,1,1,3,4,17,13,1,1
0,0,15,4,2,1,1,1,1,1,1,1,2,4,1,3,4,4,3,16,4,0,1
1,1,21,4,2,0,0,1,1,1,1,0,3,1,3,4,1,2,12,16,13,1,1
0,1,18,2,1,1,0,1,1,0,1,1,3,3,2,2,2,3,8,9,8,0,1
1,0,19,3,3,1,0,0,0,1,1,0,1,4,1,2,3,1,25,9,16,1,1
1,1,18,2,1,0,1,0,1,1,0,1,3,3,3,2,2,3,10,8,9,1,1
1,0,18,1,3,1,0,0,0,0,1,1,1,4,3,3,3,2,14,7,6,0,1
0,1,17,2,0,0,1,1,0,1,0,0,3,3,3,2,1,3,4,9,11,0,1
0,0,17,2,0,0,0,0,0,0,0,0,3,3,3,1,1,2,6,12,8,1,1
1,0,15,4,0,0,1,1,1,1,1,0,4,2,1,1,1,4,3,16,15,1,1
1,1,17,2,0,0,1,1,1,0,1,0,3,3,3,1,1,2,3,12,10,1,1
0,1,19,1,2,1,0,0,0,0,0,1,1,3,4,3,4,2,14,4,6,0,1
0,0,17,2,1,0,1,0,0,1,0,0,2,2,2,2,2,3,3,8,10,0,1
1,0,20,3,3,0,1,1,0,1,1,0,2,3,3,3,4,3,3,6,5,1,1
1,1,20,4,2,1,0,0,1,1,1,1,2,2,2,3,1,1,19,12,15,1,1
0,1,15,4,0,0,1,0,1,1,1,0,4,3,2,1,1,3,1,13,16,1,1
1,1,16,2,1,1,1,1,1,1,1,1,2,2,3,2,2,3,9,8,12,1,1
0,1,20,3,2,0,0,0,1,1,1,1,3,4,4,4,4,3,5,4,8,0,1
0,0,21,4,2,0,0,0,0,1,1,1,3,4,4,3,2,4,11,9,17,0,1
0,0,20,4,2,1,0,0,0,1,1,1,1,1,1,1,2,1,27,5,7,1,1
1,0,21,1,3,1,0,0,0,0,1,1,2,3,3,3,4,2,13,4,6,0,1
0,1,17,4,0,0,1,1,1,1,1,0,4,2,1,1,1,3,4,12,17,1,1
1,0,19,1,2,1,0,0,0,0,0,1,1,4,3,3,4,2,21,5,5,0,1
1,0,16,3,3,1,0,0,0,1,1,1,1,2,1,3,2,4,26,12,10,0,1
0,1,19,4,2,1,1,1,1,1,1,1,1,3,2,3,2,4,28,13,4,1,1
1,1,20,1,3,1,0,0,0,0,1,1,1,4,4,3,4,1,18,7,7,0,1
0,0,17,2,1,1,1,1,0,1,0,1,2,2,3,1,1,2,3,11,12,1,1
1,1,17,4,3,0,1,0,0,1,1,1,1,3,3,4,1,1,20,6,9,1,1
1,1,17,3,2,1,0,0,1,1,1,0,3,4,4,1,4,3,0,11,17,0,1
0,1,16,3,0,0,1,1,1,1,1,0,3,2,1,1,1,3,4,12,13,1,1
1,1,18,2,1,1,1,0,1,1,0,1,3,3,3,2,1,3,3,9,11,1,1
1,0,15,3,3,1,0,1,1,1,1,0,3,4,2,1,2,1,0,15,5,0,1
1,1,18,3,0,0,0,1,1,1,1,0,4,3,1,1,1,4,1,14,16,1,1
1,1,17,2,0,0,0,1,0,1,1,1,2,2,2,2,1,2,6,11,10,1,1
1,1,18,2,1,1,0,0,1,1,1,0,3,2,2,2,2,2,4,11,12,1,1
1,0,18,1,3,1,0,0,0,0,1,1,2,3,3,3,4,1,24,5,4,0,1
0,0,15,4,0,0,1,1,1,1,1,0,3,2,1,1,1,3,2,13,13,1,1
0,1,15,3,0,0,1,1,1,1,1,0,4,3,2,1,1,4,4,17,17,1,1
1,1,16,2,0,1,1,1,0,1,1,0,3,3,2,2,2,2,6,12,11,1,1
0,1,17,1,2,1,0,0,0,0,0,1,2,3,4,3,3,2,24,3,7,0,1
1,0,18,4,2,1,0,0,0,1,1,0,3,4,4,1,2,4,25,4,14,1,1
0,1,18,3,0,0,1,1,1,1,1,0,3,2,1,1,1,4,3,16,15,1,1
0,1,18,2,0,0,1,1,0,1,1,1,2,3,2,1,2,2,8,10,9,1,1
0,0,21,4,2,0,0,0,1,1,1,0,1,1,1,4,4,1,5,4,8,1,1
1,0,18,1,2,1,0,0,0,0,0,1,2,3,4,4,3,1,13,3,3,0,1
1,0,18,2,1,1,0,0,0,1,1,0,3,2,3,1,2,3,10,9,8,1,1
0,0,17,2,0,1,1,1,1,0,1,0,3,3,2,2,2,3,9,9,12,1,1
1,1,17,3,0,0,1,0,1,1,1,0,4,2,2,1,1,3,0,14,15,1,1
0,0,21,4,2,1,0,1,1,1,1,0,1,2,2,3,1,1,29,7,17,0,1
1,1,17,3,0,0,1,0,1,1,1,0,4,2,2,1,1,4,2,13,15,1,1
1,0,16,1,2,1,0,0,0,0,1,1,1,4,4,4,3,1,13,7,6,0,1
0,1,15,3,0,0,1,0,1,1,1,0,3,3,1,1,1,3,2,13,18,1,1
0,0,16,2,1,0,1,0,1,0,0,1,2,2,3,1,1,3,6,9,12,1,1
0,0,15,3,3,0,1,0,1,1,1,0,4,4,4,2,2,4,15,16,8,1,1
1,0,17,2,1,0,0,1,0,1,1,1,2,3,3,1,2,3,10,10,11,0,1
0,0,20,1,2,1,0,0,0,0,0,1,1,3,4,4,4,1,13,3,6,0,1
1,0,16,1,3,1,0,0,0,0,0,1,1,4,3,3,3,1,25,7,3,0,1
1,0,18,3,0,0,1,0,1,1,1,0,3,2,1,1,1,4,4,13,15,1,1
1,0,20,1,3,1,0,0,0,0,0,1,2,3,3,3,4,1,29,7,6,0,1
